Name,BusinessName,FeatureID,Address,City,CityEntity,State,ZIP,Phone,MatchStatus,CensusCode,GeoLocation
Authorized Shipping Outlet,Russ Printing,8199,3303 Ave N,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-259-6655,OK,3.60E+14,"GeoPosition[{40.61756, -73.942145}]"
Authorized Shipping Outlet,Worldwide Shipping,8200,2071 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-338-7873,OK,3.60E+14,"GeoPosition[{40.619385, -73.933311}]"
Authorized Shipping Outlet,Triborough Business Products,8201,3602 Quentin Rd,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-627-6076,OK,3.60E+14,"GeoPosition[{40.614655, -73.936698}]"
Authorized Shipping Outlet,Tiger Lily,8206,442 D Lorimer St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11206""]",718-599-5700,Zip Centroid,3.60E+14,"GeoPosition[{40.702739, -73.945409}]"
Authorized Shipping Outlet,Robust,8210,248 Graham Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11206""]",718-384-3895,OK,3.60E+14,"GeoPosition[{40.710657, -73.943708}]"
Authorized Shipping Outlet,P&p Shipping and Handling,8211,790 Manhattan Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11222""]",718-389-2823,OK,3.60E+14,"GeoPosition[{40.727581, -73.952913}]"
Authorized Shipping Outlet,Moving & Direct Transport Inc,8221,793 Utica Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11203""]",718-221-4688,OK,3.60E+14,"GeoPosition[{40.653819, -73.930553}]"
Authorized Shipping Outlet,Virtual Imaging,8237,476 Albany Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11203""]",718-735-7448,OK,3.60E+14,"GeoPosition[{40.663646, -73.939981}]"
Authorized Shipping Outlet,Mailzone,8247,2003 Stillwell Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11223""]",718-373-7447,OK,3.60E+14,"GeoPosition[{40.597852, -73.985426}]"
Authorized Shipping Outlet,Mail Boxes Of Park Slope,8259,328 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11238""]",718-857-5858,OK,3.60E+14,"GeoPosition[{40.67672, -73.972165}]"
Authorized Shipping Outlet,Packaging Source Etc Llc,8274,257 Nostrand Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11205""]",718-398-7312,OK,3.60E+14,"GeoPosition[{40.690012, -73.95146}]"
UPS Alliance Location,Staples Aso 00957,8303,348 4th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",718-222-5732,OK,3.60E+14,"GeoPosition[{40.673693, -73.986058}]"
Authorized Shipping Outlet,Active Transport Services Inc,8304,285 5th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",718-965-1300,OK,3.60E+14,"GeoPosition[{40.673765, -73.982421}]"
Authorized Shipping Outlet,Park Slope Copy Center,8305,123 Seventh Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",718-783-0268,OK,3.60E+14,"GeoPosition[{40.673316, -73.976183}]"
Authorized Shipping Outlet,Shippers Express,8306,41 Schemerhorn St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]",718-858-6969,OK,3.60E+14,"GeoPosition[{40.69113, -73.992136}]"
UPS Alliance Location,Staples Aso 00755,8314,1011 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11226""]",718-703-0979,OK,3.60E+14,"GeoPosition[{40.646598, -73.958068}]"
Authorized Shipping Outlet,Supreme Shipping,8315,921 Coney Island Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",718-282-2113,OK,3.60E+14,"GeoPosition[{40.634865, -73.967405}]"
Authorized Shipping Outlet,Talk About Shipping,8316,4403 15th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11219""]",718-633-5401,OK,3.60E+14,"GeoPosition[{40.635098, -73.984799}]"
Authorized Shipping Outlet,Audiorex,8317,944 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11226""]",718-941-0022,OK,3.60E+14,"GeoPosition[{40.648445, -73.958274}]"
Authorized Shipping Outlet,Check In The Mail Inc,8352,5014 16 Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11204""]",718-436-6245,OK,3.60E+14,"GeoPosition[{40.63037, -73.986246}]"
Authorized Shipping Outlet,Americomp Technology,8353,5202 8th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11220""]",718-431-1867,OK,3.60E+14,"GeoPosition[{40.639948, -74.004963}]"
Authorized Shipping Outlet,World Shipping Inc,8354,4411 8th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11220""]",718-686-8629,OK,3.60E+14,"GeoPosition[{40.644353, -74.000278}]"
Authorized Shipping Outlet,Pasternacks True Value&shippng,8355,5506 18th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11204""]",718-232-3900,OK,3.60E+14,"GeoPosition[{40.624845, -73.984495}]"
Authorized Shipping Outlet,A Little Bit Of Something Inc,8356,4416 18th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11204""]",718-438-7222,OK,3.60E+14,"GeoPosition[{40.630757, -73.97721}]"
Authorized Shipping Outlet,Shiprite,8584,7304 5th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11209""]",718-630-5655,OK,3.60E+14,"GeoPosition[{40.630916, -74.022107}]"
Authorized Shipping Outlet,Mail Drop,8623,1204 Ave U,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11229""]",718-339-0006,OK,3.60E+14,"GeoPosition[{40.598408, -73.959947}]"
Authorized Shipping Outlet,Anc Shipping Plus,8624,8612 25th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11214""]",718-256-8522,OK,"Missing[""NotAvailable""]","GeoPosition[{40.597547, -73.987614}]"
Authorized Shipping Outlet,Rex Parcels,8625,2109 E 14th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11229""]",718-301-6353,OK,3.60E+14,"GeoPosition[{40.598391, -73.957213}]"
UPS Drop Box,Self Serve Drop Box,4386,25 Washington St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.703688, -73.989497}]"
Authorized Shipping Outlet,I Air Parcel,8626,2754 Coney Island Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11235""]",718-368-0366,OK,3.60E+14,"GeoPosition[{40.589356, -73.960619}]"
Authorized Shipping Outlet,Post Mark-It,8652,383 Kingston Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11213""]",718-774-1990,OK,3.60E+14,"GeoPosition[{40.665873, -73.942494}]"
Authorized Shipping Outlet,Ludwig Drug Store & Shipping,8653,805 Washington Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11238""]",718-636-5655,OK,3.60E+14,"GeoPosition[{40.672063, -73.962612}]"
Authorized Shipping Outlet,Mayday Hardware Supply,8654,755 Washington Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11238""]",718-783-7171,OK,3.60E+14,"GeoPosition[{40.674194, -73.963024}]"
UPS Alliance Location,Staples Aso 00188,8716,2892 Ocean Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11235""]",718-743-8238,OK,3.60E+14,"GeoPosition[{40.590922, -73.949841}]"
Authorized Shipping Outlet,Electrocell Inc,8721,1973 60th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11204""]",718-621-6478,OK,3.60E+14,"GeoPosition[{40.61982, -73.983547}]"
UPS Alliance Location,Staples Aso 01232,8751,1850-1878 Coney Island Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",718-376-8336,OK,3.60E+14,"GeoPosition[{40.611491, -73.962756}]"
Authorized Shipping Outlet,Best Mail & Copy Center Inc,8756,2920 Ave R,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11229""]",718-339-6689,OK,3.60E+14,"GeoPosition[{40.607331, -73.943487}]"
Authorized Shipping Outlet,Mailboxes Of Brooklyn,8757,2167 E 21st St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11229""]",718-769-5879,OK,3.60E+14,"GeoPosition[{40.599886, -73.950408}]"
Authorized Shipping Outlet,Kawral Business Center,8812,1182 Fulton St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11216""]",718-399-6888,OK,3.60E+14,"GeoPosition[{40.680664, -73.953633}]"
Authorized Shipping Outlet,Only Connect,8813,1186 Fulton St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11216""]",718-789-1007,OK,3.60E+14,"GeoPosition[{40.680632, -73.953483}]"
Authorized Shipping Outlet,Park Slope Moving,8830,43 5th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11217""]",718-230-4000,OK,3.60E+14,"GeoPosition[{40.681598, -73.9769}]"
Authorized Shipping Outlet,Postal Connections,8867,446 Myrtle Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11205""]",718-625-9140,OK,3.60E+14,"GeoPosition[{40.693232, -73.967583}]"
Authorized Shipping Outlet,Go Express,8868,241 C Bedford Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11211""]",718-218-6624,Zip Centroid,3.60E+14,"GeoPosition[{40.710093, -73.955889}]"
The UPS Store,"Missing[""NotAvailable""]",4452,93 Montague St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]",718-802-0900,OK,3.60E+14,"GeoPosition[{40.695167, -73.995555}]"
The UPS Store,"Missing[""NotAvailable""]",4454,320 7th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",718-499-0464,OK,3.60E+14,"GeoPosition[{40.667265, -73.981305}]"
The UPS Store,"Missing[""NotAvailable""]",4455,315 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11217""]",718-701-5294,OK,3.60E+14,"GeoPosition[{40.678301, -73.973214}]"
UPS Drop Box,Atrium Enterprises,4457,499 Van Brunt St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11231""]",212-625-0080,OK,3.60E+14,"GeoPosition[{40.673828, -74.016951}]"
UPS Drop Box,Self Serve Drop Box,4459,360 Ct St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11231""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.681976, -73.996129}]"
UPS Drop Box,Chanin Bldg,4464,105 Ct St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.690825, -73.991776}]"
UPS Drop Box,Self-Serve Drop Box,4467,26 Ct St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.693182, -73.990706}]"
UPS Drop Box,Self Serve Drop Box,4470,6 Metrotech,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.694323, -73.98568}]"
UPS Drop Box,Jp Morgan,4471,4 Metro Tech Ctr,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.694323, -73.98568}]"
UPS Drop Box,Jp Morgan -,4472,3 Metrotech Ctr,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11245""]","Missing[""NotAvailable""]",Zip Centroid,3.60E+14,"GeoPosition[{40.694294, -73.988169}]"
UPS Drop Box,Dumbo,4473,45 Main St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.702819, -73.990641}]"
The UPS Store,"Missing[""NotAvailable""]",8032,2152 Ralph Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-444-0092,OK,3.60E+14,"GeoPosition[{40.62529, -73.917904}]"
UPS Drop Box,Self Serve Drop Box,8038,5929 Flatlands Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-701-5294,OK,3.60E+14,"GeoPosition[{40.631674, -73.919258}]"
UPS Drop Box,Self-Serve Drop Box,8039,10401 Foster Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11236""]",718-701-5294,OK,3.60E+14,"GeoPosition[{40.65158, -73.900717}]"
UPS Drop Box,Self Serve Drop Box,8045,2381 Ralph Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.620068, -73.917266}]"